title,publisher,aggregationType,subject_area_abbrevs,subject_area_names,SNIP,SJR,publicationCount_2022,citeCountSCE_2022,zeroCitesSCE_2022,revPercent_2022,publicationCount_2023,citeCountSCE_2023,zeroCitesSCE_2023,revPercent_2023,publicationCount_2024,citeCountSCE_2024,zeroCitesSCE_2024,revPercent_2024,citeScoreTracker_2024,citeScoreCurrentMetric_2023
Cyborg and Bionic Systems,American Association for the Advancement of Science,journal,ENGI;COMP,Human-Computer Interaction;Biomedical Engineering;Mechanical Engineering;Artificial Intelligence,1.933,1.508,30,162,0,23.33,50,584,1,16.0,61,1389,31,22.95,12.5,7.7
Data,Multidisciplinary Digital Publishing Institute (MDPI),journal,DECI;COMP,Computer Science Applications;Information Systems;Information Systems and Management,0.943,0.503,182,1733,29,2.2,186,2413,55,1.08,121,2291,87,4.13,4.5,4.3
Data Analysis and Knowledge Discovery,Chinese Academy of Sciences,journal,SOCI;COMP,Information Systems;Computer Science Applications;Library and Information Sciences;Artificial Intelligence,0.448,0.219,157,285,71,1.27,153,336,107,4.58,95,354,84,9.47,1.4,1.4
Data Base for Advances in Information Systems,Association for Computing Machinery (ACM),journal,BUSI;COMP,Computer Networks and Communications;Management Information Systems,0.91,0.706,25,1338,9,4.0,24,1395,8,0.0,19,1332,16,0.0,4.4,4.3
Data Handling in Science and Technology,Elsevier Ltd,bookseries,MATH;CHEM;COMP,Modeling and Simulation;Signal Processing;Computer Science Applications;Chemistry (all),0.049,0.424,0,355,0,0.0,0,371,0,0.0,24,312,12,0.0,0.5,15.6
Data Intelligence,China National Publications Import and Export (Group) Corporation,journal,SOCI;COMP,Computer Science Applications;Information Systems;Library and Information Sciences;Artificial Intelligence,1.283,0.754,58,500,8,1.72,49,600,8,6.12,20,563,12,0.0,4.2,6.6
Data Mining and Knowledge Discovery,Springer Netherlands,journal,COMP,Computer Networks and Communications;Computer Science Applications;Information Systems,2.784,1.813,69,6773,8,0.0,72,7191,12,0.0,135,5870,88,0.74,7.5,10.4
Data Science,IOS Press BV,journal,MATH;COMP,Modeling and Simulation;Artificial Intelligence;Computer Science (miscellaneous);Computational Mathematics;Information Systems;Statistics and Probability,1.1,0.527,20,143,15,0.0,2,153,0,0.0,3,133,1,0.0,3.8,6.6
Data Science Journal,Ubiquity Press,journal,COMP,Computer Science Applications;Computer Science (miscellaneous),1.506,1.290,20,923,1,10.0,44,936,26,4.55,42,788,36,2.38,3.2,5.4
Data Science and Engineering,Springer,journal,COMP,Software;Computer Science Applications;Information Systems;Artificial Intelligence,3.246,1.836,27,751,1,11.11,29,890,3,10.34,29,764,18,3.45,11.3,10.4
Data Science and Management,KeAi Communications Co.,journal,BUSI;DECI;COMP,Artificial Intelligence;Information Systems and Management;Management Science and Operations Research;Computer Science Applications;Information Systems;Management Information Systems,1.663,1.432,22,116,0,9.09,24,455,2,8.33,30,641,9,10.0,10.6,7.5
Data Technologies and Applications,Emerald Publishing,journal,SOCI;COMP,Information Systems;Library and Information Sciences,0.697,0.450,37,872,5,2.7,37,908,7,2.7,49,894,34,4.08,4.0,3.8
Data and Information Management,Elsevier Ltd,journal,SOCI;COMP,Library and Information Sciences;Computer Science (miscellaneous),0.753,0.432,21,185,4,14.29,25,265,3,0.0,34,352,22,8.82,4.6,3.7
Data and Metadata,"Editorial Salud, Ciencia y Tecnología",journal,HEAL;DECI;COMP,Information Systems;Health Information Management;Computer Science (miscellaneous);Information Systems and Management,1.702,0.251,44,143,2,13.64,140,513,69,6.43,142,192,125,12.68,2.7,4.1
Data and Policy,Cambridge University Press,journal,SOCI;COMP,Public Administration;Social Sciences (miscellaneous);Artificial Intelligence;Computer Science (miscellaneous),0.619,0.479,43,133,9,13.95,42,212,17,14.29,39,365,31,20.51,3.8,3.1
Data-Centric Engineering,Cambridge University Press,journal,ENGI;MATH;COMP,Engineering (all);Computer Science Applications;Statistics and Probability;Applied Mathematics,1.066,0.676,29,178,4,6.9,30,300,9,10.0,20,435,9,10.0,5.0,5.6
Database : the journal of biological databases and curation,Oxford University Press,journal,AGRI;BIOC;COMP,"Agricultural and Biological Sciences (all);Biochemistry, Genetics and Molecular Biology (all);Information Systems",1.322,1.556,117,6353,14,1.71,115,6169,45,3.48,111,5419,92,1.8,5.6,9.0
Decision Support Systems,Elsevier B.V.,journal,PSYC;DECI;BUSI;ARTS;COMP,Arts and Humanities (miscellaneous);Information Systems and Management;Developmental and Educational Psychology;Information Systems;Management Information Systems,2.613,2.211,105,18111,4,0.0,92,18699,7,0.0,180,17223,89,0.0,12.1,14.7
Defence Science Journal,Defence Scientific Information and Documentation Centre,journal,PHYS;ENGI;MULT;COMP,Mechanical Engineering;Physics and Astronomy (all);Multidisciplinary;Electrical and Electronic Engineering;Biomedical Engineering;Computer Science Applications,0.6,0.259,94,1678,34,2.13,78,1599,47,0.0,83,1444,82,1.2,1.7,1.8
Design Automation for Embedded Systems,Springer Netherlands,journal,COMP,Software;Hardware and Architecture,0.746,0.348,11,269,3,0.0,13,283,6,0.0,8,168,6,0.0,2.2,2.6
Design Issues,MIT Press Journals,journal,ARTS;COMP,Arts and Humanities (miscellaneous);Computer Graphics and Computer-Aided Design,1.73,0.207,27,1149,9,0.0,31,1105,17,0.0,23,897,20,4.35,1.1,1.6
Design Journal,Taylor and Francis Ltd.,journal,ARTS;COMP,Arts and Humanities (miscellaneous);Computer Graphics and Computer-Aided Design,0.745,0.351,59,1376,15,3.39,60,1638,36,3.33,64,1495,52,0.0,2.1,2.0
Design Studies,Elsevier Ltd,journal,ARTS;ENGI;SOCI;COMP,Social Sciences (all);Arts and Humanities (miscellaneous);Architecture;Artificial Intelligence;Engineering (all);Computer Science Applications,2.348,1.180,33,5028,0,3.03,34,4935,3,5.88,18,4149,15,0.0,9.4,8.6
Designs for Learning,Stockholm University Press,journal,PSYC;SOCI;ENVI;COMP,Education;Cultural Studies;Developmental and Educational Psychology;Human-Computer Interaction;Communication;Ecology;Linguistics and Language,0.437,0.211,15,50,5,0.0,6,47,5,0.0,0,58,0,0.0,1.8,1.5
"Designs, Codes, and Cryptography",Springer Netherlands,journal,MATH;COMP,Theoretical Computer Science;Discrete Mathematics and Combinatorics;Computer Science Applications;Applied Mathematics,1.74,1.142,150,2989,46,0.0,186,3403,66,0.0,233,3233,196,0.0,2.5,2.8
Development Engineering,Elsevier Ltd,journal,ECON;ENGI;SOCI;COMP,"Engineering (all);Computer Science Applications;Economics, Econometrics and Finance (all);Development",0.93,0.329,14,307,0,7.14,9,316,0,0.0,0,259,0,0.0,6.1,4.9
Developments in the Built Environment,Elsevier Ltd,journal,ENGI;MATE;COMP,Architecture;Civil and Structural Engineering;Computer Graphics and Computer-Aided Design;Building and Construction;Computer Science Applications;Materials Science (miscellaneous),2.333,1.374,40,565,3,5.0,190,1211,11,7.37,268,2899,118,6.72,6.7,7.4
Diagnostyka,Polish Society of Technical Diagnostics,journal,ENGI;COMP,"Signal Processing;Mechanical Engineering;Electrical and Electronic Engineering;Biomedical Engineering;Safety, Risk, Reliability and Quality",0.578,0.265,49,362,10,2.04,58,395,29,3.45,44,327,38,0.0,2.1,2.2
Dianji yu Kongzhi Xuebao/Electric Machines and Control,Editorial Department of Electric Machines and Control,journal,ENGI;ENER;COMP,Computer Science Applications;Energy Engineering and Power Technology;Electrical and Electronic Engineering;Control and Systems Engineering,0.655,0.274,180,1166,54,0.56,208,1248,133,0.0,144,1029,139,0.0,2.0,2.1
Dianli Xitong Zidonghua/Automation of Electric Power Systems,Automation of Electric Power Systems Press,journal,ENGI;COMP;ENER,Electrical and Electronic Engineering;Control and Systems Engineering;Energy Engineering and Power Technology;Computer Science Applications,1.482,1.171,506,15604,24,3.56,452,18125,98,1.55,360,12149,264,3.89,8.7,8.2
Differencialnie Uravnenia i Protsesy Upravlenia,Saint Petersburg State University,journal,MATH;COMP,Analysis;Software;Applied Mathematics;Computer Science Applications;Information Systems;Control and Optimization,0.621,0.245,23,25,17,0.0,28,51,24,3.57,23,17,23,0.0,0.8,1.1
Differential Geometry and its Application,Elsevier B.V.,journal,MATH;COMP,Analysis;Computational Theory and Mathematics;Geometry and Topology,0.92,0.381,75,1035,33,0.0,77,1164,47,0.0,69,1010,61,0.0,1.2,1.0
Digital Applications in Archaeology and Cultural Heritage,Elsevier B.V.,journal,ARTS;SOCI;COMP,Anthropology;Archeology;Computer Science Applications;Archeology (arts and humanities),1.518,0.593,35,561,7,8.57,37,750,9,5.41,74,626,55,6.76,3.4,5.4
Digital Biomarkers,S. Karger AG,journal,MEDI;COMP,Health Informatics;Computer Science Applications;Medicine (miscellaneous),1.298,1.250,12,556,1,8.33,17,542,4,29.41,19,579,15,31.58,8.3,10.6
Digital Chinese Medicine,KeAi Communications Co.,journal,MEDI;COMP,Health Informatics;Complementary and Alternative Medicine;Medicine (miscellaneous);Computer Science Applications,0.377,0.230,42,149,14,19.05,40,213,20,35.0,10,231,10,20.0,2.5,1.8
Digital Communications and Networks,KeAi Communications Co.,journal,COMP,Computer Networks and Communications;Hardware and Architecture,2.04,1.941,108,2460,5,7.41,143,3491,14,6.29,143,3644,33,3.5,12.0,12.8
Digital Creativity,Taylor and Francis Ltd.,journal,ARTS;COMP,Arts and Humanities (miscellaneous);Human-Computer Interaction;Computer Graphics and Computer-Aided Design;Computational Theory and Mathematics,0.759,0.563,21,469,4,0.0,20,527,12,0.0,21,504,15,0.0,3.5,3.1
Digital Education Review,Universitat de Barcelona,journal,SOCI;COMP,Education;Computer Science Applications,0.969,0.442,29,452,6,6.9,25,550,15,12.0,24,496,22,20.83,2.3,3.5
Digital Geography and Society,Elsevier Ltd,journal,SOCI;COMP,"Geography, Planning and Development;Development;Social Sciences (miscellaneous);Computer Science Applications;Information Systems",1.079,0.777,21,51,1,9.52,28,159,5,0.0,26,236,19,3.85,4.4,3.3
Digital Government: Research and Practice,Association for Computing Machinery (ACM),journal,SOCI;COMP,Public Administration;Software;Computer Networks and Communications;Computer Science Applications;Information Systems,0.754,0.533,29,225,8,3.45,27,267,12,0.0,35,237,27,2.86,3.9,5.5
Digital Health,SAGE Publications Inc.,journal,HEAL;MEDI;COMP,Computer Science Applications;Health Informatics;Health Policy;Health Information Management,0.917,0.767,367,1266,22,10.9,576,2515,149,11.98,593,4016,492,12.82,3.1,2.9
Digital Humanities Quarterly,Alliance of Digital Humanities Organisations,journal,ARTS;SOCI;COMP,Computer Networks and Communications;Library and Information Sciences;Arts and Humanities (all);Communication,1.044,0.327,71,150,34,0.0,74,275,54,1.35,25,250,24,16.0,1.2,1.4
Digital Library Perspectives,Emerald Publishing,journal,SOCI;COMP,Education;Information Systems;Library and Information Sciences,1.067,0.510,36,370,7,5.56,41,421,18,7.32,45,419,38,2.22,2.6,3.9
"Digital Policy, Regulation and Governance",Emerald Publishing,journal,BUSI;DECI;COMP,Management of Technology and Innovation;Information Systems and Management;Computer Networks and Communications;Information Systems;Management Information Systems,0.808,0.547,35,857,5,14.29,37,992,9,8.11,59,1029,37,6.78,4.2,3.9
Digital Scholarship in the Humanities,Oxford University Press,journal,ARTS;SOCI;COMP,Computer Science Applications;Information Systems;Linguistics and Language;Language and Linguistics,0.961,0.325,91,756,39,1.1,105,823,47,0.95,67,716,54,0.0,2.1,1.8
Digital Signal Processing: A Review Journal,Elsevier Inc.,journal,ENGI;DECI;MATH;COMP,"Signal Processing;Artificial Intelligence;Computer Vision and Pattern Recognition;Statistics, Probability and Uncertainty;Computational Theory and Mathematics;Electrical and Electronic Engineering;Applied Mathematics",1.133,0.799,473,6883,48,3.59,360,8118,84,2.22,416,7577,262,2.4,5.6,5.3
Digital Studies/ Le Champ Numerique,Open Library of Humanities,journal,ARTS;SOCI;COMP,Social Sciences (all);Computer Science Applications;Arts and Humanities (all),0.417,0.164,14,30,10,0.0,19,35,13,10.53,7,42,7,0.0,0.6,0.7
Digital Textile,World Textile Publications Ltd,journal,COMP,Computer Graphics and Computer-Aided Design,0,0.100,63,1,63,1.59,44,0,44,0.0,0,0,0,0.0,0.0,0.0
Digital Threats: Research and Practice,Association for Computing Machinery (ACM),journal,SOCI;COMP,Software;Computer Networks and Communications;Safety Research;Hardware and Architecture;Computer Science Applications;Information Systems,1.061,0.595,42,184,10,0.0,60,334,19,0.0,19,413,7,5.26,4.8,4.2
Diqiu Kexue - Zhongguo Dizhi Daxue Xuebao/Earth Science - Journal of China University of Geosciences,China University of Geosciences,journal,ENGI;EART;COMP,Earth and Planetary Sciences (all);Computer Science Applications;Building and Construction,0.773,0.658,367,4474,82,1.91,307,4821,90,0.33,218,4517,170,1.83,3.8,3.4
Discrete Mathematics and Theoretical Computer Science,Maison de l'informatique et des mathematiques discretes,journal,MATH;COMP,Theoretical Computer Science;Discrete Mathematics and Combinatorics;Computer Science (all),0.783,0.496,42,447,20,0.0,52,433,34,1.92,21,393,18,0.0,1.1,0.9
Discrete Optimization,Elsevier B.V.,journal,MATH;COMP,Theoretical Computer Science;Computational Theory and Mathematics;Applied Mathematics,0.778,0.443,38,977,8,0.0,28,905,17,0.0,20,748,18,0.0,2.3,2.1
Discrete and Computational Geometry,Springer New York,journal,MATH;COMP,Theoretical Computer Science;Discrete Mathematics and Combinatorics;Computational Theory and Mathematics;Geometry and Topology,1.197,0.577,98,3233,27,0.0,128,3100,68,0.0,168,2783,134,0.0,1.6,1.8
Discrete and Continuous Models and Applied Computational Science,Peoples' Friendship University of Russia,journal,PHYS;MATH;COMP,Physics and Astronomy (miscellaneous);Modeling and Simulation;Computer Science (miscellaneous);Theoretical Computer Science,0.283,0.209,24,29,15,0.0,26,29,20,3.85,11,38,11,9.09,0.8,0.6
Displays,Elsevier B.V.,journal,ENGI;COMP,Human-Computer Interaction;Hardware and Architecture;Electrical and Electronic Engineering,1.271,0.629,139,2014,12,7.91,206,2501,43,1.94,235,2885,150,4.68,5.5,4.6
Distributed Computing,Springer Verlag,journal,MATH;COMP,Theoretical Computer Science;Computational Theory and Mathematics;Hardware and Architecture;Computer Networks and Communications,0.977,1.025,28,928,6,0.0,25,902,9,0.0,16,669,15,0.0,2.8,3.2
Distributed and Parallel Databases,Springer Netherlands,journal,DECI;COMP,Software;Information Systems;Hardware and Architecture;Information Systems and Management,0.623,0.442,31,471,6,0.0,30,522,7,3.33,15,439,12,0.0,3.8,3.5
Dongbei Daxue Xuebao/Journal of Northeastern University,Northeast University,journal,ENGI;MATH;COMP,Engineering (all);Computer Science Applications;Applied Mathematics,0.36,0.193,233,1449,132,0.0,226,1491,163,0.0,111,1188,108,0.0,0.9,1.0
Drone Systems and Applications,Canadian Science Publishing,journal,ENGI;MATH;COMP,Computer Science Applications;Aerospace Engineering;Automotive Engineering;Electrical and Electronic Engineering;Control and Systems Engineering;Control and Optimization,1.011,0.389,10,571,5,0.0,22,517,10,4.55,36,419,24,16.67,1.8,5.1
Drones,Multidisciplinary Digital Publishing Institute (MDPI),journal,ENGI;COMP,Artificial Intelligence;Computer Science Applications;Aerospace Engineering;Control and Systems Engineering;Information Systems,1.509,0.760,430,2592,14,5.81,708,5423,92,6.07,604,7293,462,6.79,6.8,5.6
Dynamic Games and Applications,Springer Science + Business Media,journal,ECON;MATH;COMP,Computer Graphics and Computer-Aided Design;Economics and Econometrics;Computational Theory and Mathematics;Computational Mathematics;Computer Science Applications;Statistics and Probability;Applied Mathematics,1.159,0.627,56,595,12,1.79,56,690,18,1.79,97,673,77,1.03,3.3,3.2
Dynamical Systems,Taylor and Francis Ltd.,journal,MATH;COMP,Mathematics (all);Computer Science Applications,0.439,0.292,36,450,19,0.0,36,403,22,0.0,43,376,41,0.0,0.8,0.9
E-Informatica Software Engineering Journal,Wroclaw University of Science and Technology,journal,ENGI;COMP,Software;Engineering (all);Engineering (miscellaneous);Computer Science (miscellaneous),1.119,0.398,10,81,0,40.0,7,138,2,0.0,9,103,7,0.0,2.9,2.6
E-Learning and Digital Media,SAGE Publications Inc.,journal,SOCI;COMP,Education;Computer Science Applications,1.319,0.646,31,829,4,0.0,32,1033,3,0.0,128,1023,89,0.0,6.2,6.2
EAI Endorsed Transactions on Energy Web,European Alliance for Innovation,journal,ENGI;ENER;COMP,"Renewable Energy, Sustainability and the Environment;Control and Systems Engineering;Information Systems;Energy Engineering and Power Technology",0.535,0.234,40,323,19,0.0,55,337,42,0.0,113,315,99,0.88,1.6,2.6
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,European Alliance for Innovation,journal,ENGI;COMP,Computer Networks and Communications;Control and Systems Engineering;Information Systems;Computer Science Applications,0.737,0.453,17,151,1,0.0,20,205,10,0.0,20,209,12,0.0,4.2,4.0
EAI Endorsed Transactions on Pervasive Health and Technology,European Alliance for Innovation,journal,MEDI;COMP,Health Informatics;Computer Science (miscellaneous),0.762,0.452,25,253,13,0.0,91,419,39,5.49,125,533,108,3.2,3.1,3.5
EAI/Springer Innovations in Communication and Computing,Springer International Publishing,bookseries,ENGI;MEDI;COMP,Computer Networks and Communications;Health Informatics;Information Systems;Electrical and Electronic Engineering,0.151,0.146,660,1614,222,0.0,489,2334,293,0.0,201,2056,175,0.0,2.3,2.0
ECTI Transactions on Computer and Information Technology,ECTI Association Sirindhon International Institute of Technology,journal,DECI;ENGI;COMP,Computer Networks and Communications;Information Systems;Electrical and Electronic Engineering;Information Systems and Management,0.241,0.161,40,60,20,0.0,50,109,32,0.0,45,120,40,0.0,1.4,1.2
"ECTI Transactions on Electrical Engineering, Electronics, and Communications","Electrical Engineering/Electronics, Computer, Communications and Information Technology Association (ECTI)",journal,ENGI;COMP,Computer Networks and Communications;Electrical and Electronic Engineering,0.414,0.201,42,143,15,0.0,43,171,29,0.0,27,138,25,0.0,1.8,1.6
