title,publisher,aggregationType,subject_area_abbrevs,subject_area_names,SNIP,SJR,citeScoreTracker_2024,citeScoreCurrentMetric_2023,publicationCount_2022,citeCountSCE_2022,zeroCitesSCE_2022,revPercent_2022,publicationCount_2023,citeCountSCE_2023,zeroCitesSCE_2023,revPercent_2023,publicationCount_2024,citeCountSCE_2024,zeroCitesSCE_2024,revPercent_2024
Australian Economic Review,Wiley-Blackwell Publishing Ltd,journal,ECON,Economics and Econometrics,0.68,0.357,1.9,1.9,44,603,17,0.0,37,606,20,0.0,37,610,35,0.0
Australian Journal of Agricultural and Resource Economics,Wiley-Blackwell Publishing Ltd,journal,ECON;AGRI,Agricultural and Biological Sciences (miscellaneous);Economics and Econometrics,1.301,0.929,4.2,6.3,39,1693,6,10.26,33,1791,11,3.03,53,1608,42,0.0
B.E. Journal of Economic Analysis and Policy,Walter de Gruyter GmbH,journal,ECON,"Economics, Econometrics and Finance (miscellaneous);Economics and Econometrics",0.633,0.428,1.5,1.5,34,1312,13,0.0,50,1271,34,0.0,52,1189,47,0.0
B.E. Journal of Macroeconomics,Walter de Gruyter GmbH,journal,ECON,Economics and Econometrics,0.427,0.336,1.2,0.8,24,293,9,0.0,29,347,15,0.0,23,350,21,0.0
B.E. Journal of Theoretical Economics,Walter de Gruyter GmbH,journal,ECON,"Economics, Econometrics and Finance (all)",0.377,0.223,1.1,0.8,27,245,12,0.0,32,259,21,0.0,21,278,17,4.76
BRQ Business Research Quarterly,Elsevier B.V.,journal,ECON;BUSI,"Business, Management and Accounting (all);Economics and Econometrics;Strategy and Management;Business and International Management",1.247,1.008,9.8,7.5,27,1178,3,0.0,39,1414,9,0.0,32,1525,8,0.0
Baltic Journal of Economics,Taylor and Francis Ltd.,journal,ECON;SOCI,"Political Science and International Relations;Economics, Econometrics and Finance (all)",0.744,0.370,1.8,2.2,8,119,0,0.0,8,166,7,0.0,6,134,6,0.0
Baltic Region,Immanuel Kant Baltic Federal University,journal,ECON;ARTS;SOCI,"Economics, Econometrics and Finance (all);Geography, Planning and Development;Cultural Studies;History;Social Sciences (miscellaneous);Sociology and Political Science",0.649,0.295,1.6,1.6,37,129,18,0.0,34,104,20,0.0,25,95,24,4.0
Bank i Kredyt,Narodowy Bank Polski,journal,ECON,Finance,0.27,0.155,0.4,0.4,23,29,19,0.0,32,27,27,9.38,21,33,21,4.76
Banking Law Journal,Sheshunoff Information Services Inc.,journal,ECON;BUSI;SOCI,"Law;Business, Management and Accounting (all);Finance",0.005,0.102,0.1,0.1,35,16,33,5.71,6,18,5,0.0,0,10,0,0.0
Banking and Finance Review,School of Business Central Connecticut State University,journal,ECON,Finance;Economics and Econometrics,0.163,0.113,0.3,0.3,3,33,2,0.0,3,29,3,0.0,3,35,3,0.0
Banks and Bank Systems,Business Perspectives,journal,ECON;BUSI;SOCI,"Economics, Econometrics and Finance (miscellaneous);Law;Business, Management and Accounting (miscellaneous);Social Sciences (miscellaneous);Marketing",0.619,0.249,2.7,2.6,69,650,17,2.9,78,817,26,0.0,57,764,44,3.51
Basic Income Studies,Walter de Gruyter GmbH,journal,ECON,Economics and Econometrics,0.579,0.394,2.6,2.4,9,83,0,0.0,9,185,8,0.0,12,141,10,0.0
Berichte uber Landwirtschaft,Landwirtschaftverlag Gmbh,journal,ECON;AGRI,Agronomy and Crop Science;Economics and Econometrics;Animal Science and Zoology,0.242,0.174,0.7,0.7,48,89,31,0.0,38,95,36,0.0,0,57,0,0.0
Bio-based and Applied Economics,Firenze University Press,journal,ECON;AGRI;ENVI,"Environmental Science (miscellaneous);Agronomy and Crop Science;Food Science;Animal Science and Zoology;Economics, Econometrics and Finance (miscellaneous)",0.583,0.472,3.4,2.8,21,272,4,0.0,22,293,10,0.0,11,295,7,0.0
Bocconi and Springer Series,Springer International Publishing AG,bookseries,ECON;MATH,"Modeling and Simulation;Discrete Mathematics and Combinatorics;Economics, Econometrics and Finance (all);Statistics and Probability",1.508,0.476,0.1,0.0,38,26,35,0.0,0,29,0,0.0,0,42,0,0.0
Borsa Istanbul Review,Borsa Istanbul Anonim Sirketi,journal,ECON,Finance;Economics and Econometrics,1.736,1.040,9.9,7.6,121,1679,11,10.74,112,2647,19,2.68,114,3368,59,7.89
Brazilian Business Review,FUCAPE Business School,journal,ECON;BUSI,Management of Technology and Innovation;Strategy and Management;Economics and Econometrics;Accounting;Business and International Management,0.449,0.238,1.2,1.3,45,188,21,0.0,45,240,29,0.0,37,265,32,0.0
Brazilian Journal of Political Economy,Universidade de Sao Paulo. Museu de Zoologia,journal,ECON;SOCI,"Political Science and International Relations;Economics, Econometrics and Finance (all);Sociology and Political Science",0.587,0.318,0.9,1.0,55,356,26,0.0,50,356,37,0.0,41,374,36,0.0
British Actuarial Journal,Cambridge University Press,journal,ECON;DECI;MATH,"Statistics, Probability and Uncertainty;Statistics and Probability;Economics and Econometrics",0.177,0.133,0.7,0.8,23,32,16,60.87,12,35,11,50.0,14,51,12,50.0
British Tax Review,Thomson Reuters,journal,ECON;BUSI;SOCI,Law;Finance;Accounting,0,0.168,0.3,0.4,39,21,33,0.0,56,23,55,0.0,27,18,25,0.0
Brookings Papers on Economic Activity,Brookings Institution Press,journal,ECON;BUSI,"Business, Management and Accounting (all);Economics and Econometrics",2.857,5.133,6.5,10.1,13,2687,2,0.0,8,2687,0,0.0,0,2460,0,0.0
Buletin Ekonomi Moneter dan Perbankan,Bank Indonesia Institute,journal,ECON,Finance,0.474,0.270,2.2,2.2,37,194,11,2.7,37,267,27,0.0,31,247,30,0.0
Bulletin for International Taxation,International Bureau of Fiscal Documentation (IBFD),journal,ECON;BUSI;SOCI,Law;Economics and Econometrics;Accounting;Finance,0.353,0.159,0.5,0.6,48,44,30,0.0,46,73,40,0.0,26,37,25,0.0
Bulletin of Economic Research,Wiley-Blackwell Publishing Ltd,journal,ECON,Economics and Econometrics,0.518,0.299,1.7,1.4,55,683,17,0.0,67,694,29,0.0,58,733,46,0.0
Bulletin of Indonesian Economic Studies,Taylor and Francis Ltd.,journal,ECON;SOCI,Economics and Econometrics;Development,2.743,1.482,5.0,9.2,11,710,1,0.0,15,892,3,0.0,8,711,3,0.0
Business Economics,Palgrave Macmillan Ltd.,journal,ECON;BUSI,Economics and Econometrics;Business and International Management,0.783,0.507,2.3,3.5,21,415,15,0.0,23,385,18,0.0,23,370,17,0.0
Business Ethics Quarterly,Cambridge University Press,journal,ARTS;BUSI;ECON,"Business, Management and Accounting (all);Economics and Econometrics;Philosophy",2.216,2.165,6.6,6.2,25,2922,5,8.0,33,3285,14,21.21,24,3253,14,12.5
"Business Ethics, the Environment and Responsibility",John Wiley and Sons Inc,journal,ECON;BUSI;ENVI;ARTS,"Organizational Behavior and Human Resource Management;Economics and Econometrics;Philosophy;Management, Monitoring, Policy and Law;Business and International Management",1.092,0.798,5.6,5.2,74,1682,3,0.0,159,2224,36,0.63,130,2963,76,0.0
Business Informatics,"National Research University, Higher School of Econoimics",journal,ECON;BUSI;COMP,Management of Technology and Innovation;Economics and Econometrics;Information Systems;Management Information Systems;Business and International Management,0.471,0.182,1.7,1.5,24,145,14,4.17,24,138,18,4.17,18,116,18,0.0
Business Information Review,SAGE Publications Ltd,journal,ECON;BUSI,"Economics, Econometrics and Finance (miscellaneous);Business, Management and Accounting (miscellaneous);Business and International Management",1.012,0.323,2.1,2.5,23,379,13,0.0,24,475,9,0.0,25,527,23,0.0
Business Management,Dimitar A Tsenov Academy of Economics,journal,ECON;BUSI,"Strategy and Management;Organizational Behavior and Human Resource Management;Accounting;Economics, Econometrics and Finance (miscellaneous);Marketing;Business and International Management",0.04,0.140,0.5,0.3,17,1,10,0.0,24,9,19,0.0,12,10,12,0.0
Business Strategy and Development,John Wiley & Sons Inc.,journal,ECON;BUSI;SOCI,"Economics, Econometrics and Finance (all);Strategy and Management;Development",0.862,0.801,4.9,5.8,36,530,5,0.0,76,824,8,1.32,153,1315,101,0.0
Business Systems Research,Walter de Gruyter GmbH,journal,ECON;BUSI;COMP,"Economics, Econometrics and Finance (miscellaneous);Management of Technology and Innovation;Information Systems;Management Information Systems",0.423,0.274,2.5,3.0,30,246,6,3.33,20,283,17,5.0,22,272,20,0.0
Business and Professional Communication Quarterly,SAGE Publications Inc.,journal,ARTS;BUSI;ECON,"Arts and Humanities (miscellaneous);Economics, Econometrics and Finance (miscellaneous);Business, Management and Accounting (miscellaneous);Business and International Management",0.971,0.301,2.6,2.4,22,823,9,0.0,50,870,35,0.0,67,785,50,0.0
Business and Professional Ethics Journal,Philosophy Documentation Center,journal,ARTS;BUSI;ECON,Economics and Econometrics;Business and International Management;Philosophy,0.475,0.220,1.1,1.0,26,31,17,0.0,15,40,8,0.0,0,61,0,0.0
"Business, Management and Economics Engineering",Vilnius Gediminas Technical University,journal,ECON;BUSI;DECI;SOCI,"Management of Technology and Innovation;Strategy and Management;Development;Management Science and Operations Research;Economics, Econometrics and Finance (miscellaneous);Business and International Management",0.564,0.267,3.4,3.2,19,93,2,0.0,17,123,4,0.0,14,150,12,0.0
CEPAL Review,United Nations Publications,journal,ECON;SOCI,"Economics, Econometrics and Finance (all);Development",0.191,0.132,0.3,0.5,30,235,20,0.0,43,229,38,0.0,21,192,21,0.0
CESifo Economic Studies,Oxford University Press,journal,ECON;SOCI,"Geography, Planning and Development;Economics and Econometrics",0.778,0.556,1.9,2.7,17,515,6,0.0,12,556,7,0.0,4,462,3,25.0
CESifo Forum,CESifo GmbH,journal,ECON,Economics and Econometrics,0.298,0.214,0.7,0.6,65,133,31,0.0,67,181,52,0.0,53,205,46,0.0
"CIRIEC-Espana Revista de Economia Publica, Social y Cooperativa",CIRIEC-ESPANA,journal,ECON;SOCI,Sociology and Political Science;Economics and Econometrics,0.818,0.331,2.3,2.5,35,265,14,0.0,35,307,18,0.0,21,263,17,0.0
Cambridge Journal of Economics,Oxford University Press,journal,ECON,Economics and Econometrics,1.962,0.953,3.7,4.3,68,4979,5,2.94,55,5261,24,1.82,42,4256,30,2.38
"Cambridge Journal of Regions, Economy and Society",Oxford University Press,journal,ECON;SOCI,"Sociology and Political Science;Geography, Planning and Development;Economics and Econometrics",1.845,1.581,8.0,7.9,43,2853,5,9.3,43,3098,9,4.65,29,2994,12,6.9
Canadian Journal of Agricultural Economics,Wiley-Blackwell,journal,ECON;AGRI;ENVI,Global and Planetary Change;Agronomy and Crop Science;Economics and Econometrics;Animal Science and Zoology;Ecology,1.663,1.563,5.5,23.2,17,1702,3,11.76,18,1541,8,5.56,28,1184,22,0.0
Canadian Journal of Economics,Wiley-Blackwell,journal,ECON,Economics and Econometrics,0.914,0.787,2.1,2.2,76,2364,21,0.0,57,2342,31,0.0,45,2238,38,0.0
Capital Markets Law Journal,Oxford University Press,journal,ECON;SOCI,Law;Finance,0.968,0.351,1.4,1.3,29,92,16,0.0,22,153,11,0.0,17,117,17,0.0
Capital and Class,SAGE Publications Inc.,journal,ECON;ARTS;SOCI,History;Sociology and Political Science;Economics and Econometrics,1.473,0.862,2.7,3.8,25,920,2,8.0,42,999,23,2.38,44,882,33,6.82
Capitalism and Society,Walter de Gruyter GmbH,journal,ECON;ARTS;SOCI,History;Sociology and Political Science;Economics and Econometrics,0.572,0.135,0.5,0.4,6,53,4,0.0,8,58,7,0.0,6,43,6,0.0
Carbon Neutrality,Springer,journal,ECON;ENVI;ENER,"Environmental Science (miscellaneous);Economics, Econometrics and Finance (miscellaneous);Energy (miscellaneous)",1.385,1.250,10.9,5.1,40,49,2,30.0,35,326,1,25.71,32,795,17,31.25
Central Bank Review,Elsevier B.V.,journal,ECON,Finance;Economics and Econometrics,1.499,0.506,2.4,5.1,12,202,4,8.33,12,278,6,8.33,15,278,14,26.67
Central European Journal of Economic Modelling and Econometrics,Polish Academy of Sciencies-Lodz Branch,journal,ECON;MATH,Statistics and Probability;Economics and Econometrics;Applied Mathematics,0.332,0.126,0.6,0.6,15,33,7,0.0,12,37,11,0.0,3,28,3,0.0
China Agricultural Economic Review,Emarald Group Publishing Ltd,journal,ECON;AGRI,Agricultural and Biological Sciences (miscellaneous);Economics and Econometrics,1.339,1.151,7.7,9.8,43,1651,2,0.0,49,1746,6,0.0,47,1874,37,0.0
China Biotechnology,China Biotechnology Press,journal,ECON;BUSI;SOCI,"Economics, Econometrics and Finance (miscellaneous);Business, Management and Accounting (miscellaneous);Accounting;Development",0.11,0.120,0.5,0.4,151,72,100,0.0,149,132,129,1.34,109,128,103,6.42
China Economic Journal,Routledge,journal,ECON;SOCI,"Sociology and Political Science;Cultural Studies;Economics, Econometrics and Finance (all)",1.26,0.658,6.1,5.6,21,526,3,0.0,20,639,7,0.0,31,656,27,0.0
China Economic Quarterly International,KeAi Communications Co.,journal,ECON;SOCI,"Social Sciences (miscellaneous);Economics, Econometrics and Finance (all);Geography, Planning and Development;Sociology and Political Science",0.899,0.595,3.6,2.2,25,40,3,4.0,23,122,5,0.0,15,176,12,13.33
China Economic Review,Elsevier B.V.,journal,ECON,Finance;Economics and Econometrics,2.154,1.732,7.6,10.6,122,8313,5,0.0,151,8786,26,0.0,167,9391,111,0.0
China Economist,China Economist editorial department,journal,ECON,"Economics, Econometrics and Finance (all)",0.132,0.173,0.8,0.6,30,30,15,0.0,33,37,26,0.0,12,45,11,0.0
China Finance Review International,Emerald Group Publishing Ltd.,journal,ECON,Finance,1.871,1.860,16.2,12.4,31,743,0,0.0,33,1012,0,0.0,47,1008,19,2.13
China Finance and Economic Review,Walter de Gruyter GmbH,journal,ECON,"Economics, Econometrics and Finance (all)",0.153,0.176,1.1,0.6,25,106,14,8.0,24,120,20,0.0,12,166,10,0.0
China Information,SAGE Publications Ltd,journal,ECON;ARTS;SOCI,"Social Sciences (all);Economics, Econometrics and Finance (all);Arts and Humanities (all)",1.554,0.771,4.0,3.5,18,501,1,0.0,17,606,4,0.0,19,534,17,0.0
China Journal of Accounting Research,Sun Yat-sen (Zhongshan) University,journal,ECON;BUSI,Finance;Accounting,1.451,0.827,3.7,4.7,30,574,0,13.33,32,774,5,3.13,34,1016,24,5.88
China Journal of Economics,Tsinghua University Press,journal,ECON,"Economics, Econometrics and Finance (all)",0.307,0.166,0.9,0.5,43,36,31,0.0,36,54,30,0.0,0,76,0,0.0
China Nonprofit Review,Tsinghua University Press,journal,ECON;SOCI,Social Sciences (miscellaneous);Sociology and Political Science;Economics and Econometrics,0.421,0.114,1.2,0.7,5,28,4,0.0,0,25,0,0.0,0,30,0,0.0
China and World Economy,Wiley-Blackwell,journal,ECON,"Economics, Econometrics and Finance (all)",1.107,0.785,4.8,4.7,52,1213,6,0.0,52,1303,18,0.0,40,1533,33,0.0
China: An International Journal,National University of Singapore,journal,ECON;BUSI;SOCI,Social Sciences (all);Economics and Econometrics;Business and International Management,0.275,0.178,0.9,0.9,39,264,20,0.0,40,346,28,0.0,27,309,27,0.0
Chinese Economy,M.E. Sharpe Inc.,journal,ECON,"Economics, Econometrics and Finance (all)",0.914,0.492,3.7,4.1,29,411,9,0.0,29,413,9,0.0,52,448,49,0.0
Chinese Journal of Urban and Environmental Studies,World Scientific,journal,ECON;SOCI;ENVI,"Global and Planetary Change;Geography, Planning and Development;Economics and Econometrics;Urban Studies;Management, Monitoring, Policy and Law",0.307,0.338,2.4,1.9,29,108,8,0.0,24,154,17,0.0,15,187,15,0.0
"Citizenship, Social and Economics Education",SAGE Publications Inc.,journal,ECON;SOCI,"Education;Sociology and Political Science;Economics, Econometrics and Finance (all)",0.889,0.387,2.2,2.1,12,217,2,0.0,12,251,8,0.0,12,217,12,0.0
"City, Culture and Society",Elsevier Ltd,journal,ECON;SOCI,"Social Sciences (all);Economics, Econometrics and Finance (miscellaneous);Urban Studies",1.267,0.654,4.6,4.0,29,1034,6,0.0,31,1056,9,3.23,25,1016,21,0.0
Clean Technologies and Environmental Policy,Springer Science and Business Media Deutschland GmbH,journal,ECON;BUSI;ENVI,"Business, Management and Accounting (all);Economics and Econometrics;Environmental Engineering;Management, Monitoring, Policy and Law;Environmental Chemistry",1.038,0.865,8.8,8.1,221,7472,11,9.5,246,8045,39,10.16,435,8280,243,11.95
Cleaner and Responsible Consumption,Elsevier B.V.,journal,ECON;SOCI;ENVI;ENER,"Social Sciences (miscellaneous);Geography, Planning and Development;Renewable Energy, Sustainability and the Environment;Environmental Science (miscellaneous);Economics and Econometrics;Environmental Engineering;Management, Monitoring, Policy and Law",0.849,0.750,6.7,4.7,45,210,2,2.22,64,435,2,7.81,77,904,40,11.69
Climate Change Economics,World Scientific,journal,ECON;ENVI,"Management, Monitoring, Policy and Law;Global and Planetary Change;Economics and Econometrics",0.683,0.991,5.6,5.1,27,574,4,0.0,30,698,12,0.0,31,554,27,0.0
ClinicoEconomics and Outcomes Research,Dove Medical Press Ltd,journal,ECON;MEDI,"Economics, Econometrics and Finance (miscellaneous);Health Policy",0.779,0.742,3.7,3.7,61,1454,9,8.2,67,1477,23,7.46,46,1372,41,17.39
Cliometrica,Springer Verlag,journal,ECON;ARTS,History;Economics and Econometrics,1.172,0.846,3.2,2.7,20,314,3,0.0,19,341,6,0.0,37,429,30,0.0
Cogent Economics and Finance,Taylor and Francis Ltd.,journal,ECON,Finance;Economics and Econometrics,0.974,0.426,3.6,3.0,370,2063,47,2.43,382,3299,94,5.24,256,4279,190,5.08
Communications for Statistical Applications and Methods,Korean Statistical Society,journal,ECON;DECI;MATH,"Modeling and Simulation;Statistics, Probability and Uncertainty;Finance;Statistics and Probability;Applied Mathematics",0.453,0.212,1.0,0.9,49,171,30,0.0,42,222,28,0.0,38,226,37,0.0
Comparative Economic Research,Lodz University Press,journal,ECON,"Economics, Econometrics and Finance (all)",0.287,0.191,1.0,1.3,35,263,16,2.86,37,256,25,0.0,21,257,20,4.76
Comparative Economic Studies,Palgrave Macmillan Ltd.,journal,ECON,Economics and Econometrics,1.097,0.382,2.7,2.3,24,458,2,0.0,32,580,11,0.0,28,587,19,0.0
Comparative Southeast European Studies,Walter de Gruyter GmbH,journal,ECON;ARTS;SOCI,"Political Science and International Relations;Cultural Studies;History;Law;Gender Studies;Economics, Econometrics and Finance (miscellaneous);Sociology and Political Science;Anthropology",1.099,0.121,1.2,0.7,31,16,11,3.23,27,29,17,0.0,17,56,16,0.0
Competition Policy International,Competition Policy International Inc.,journal,ECON;SOCI,Political Science and International Relations;Law;Economics and Econometrics,0.199,0.116,0.0,0.0,0,27,0,0.0,7,32,7,0.0,0,12,0,0.0
Comptabilite Controle Audit,Francophone Association of Accounting,journal,ECON;BUSI,Finance;Accounting,0.554,0.276,1.2,1.7,3,112,1,0.0,9,90,7,0.0,6,113,6,0.0
Computational Economics,Springer Netherlands,journal,ECON;COMP,"Economics, Econometrics and Finance (miscellaneous);Computer Science Applications",1.087,0.498,4.9,4.0,134,1922,18,0.75,194,2066,69,1.03,340,2233,245,0.0
Conflict Management and Peace Science,SAGE Publications Inc.,journal,ECON;SOCI,Political Science and International Relations;Economics and Econometrics,1.481,1.031,3.9,3.9,33,1308,7,0.0,33,1467,10,0.0,58,1601,38,0.0
Constitutional Political Economy,Springer New York,journal,ECON;ARTS;SOCI,Law;Sociology and Political Science;Economics and Econometrics;Philosophy,1.21,0.360,1.8,1.8,23,424,5,0.0,41,449,15,0.0,40,400,35,0.0
